SO #,Customer,Date Issued,Date Completed,SO Status,SO Tax,Part Number,Alias Number,Qty Ordered,Unit Price
40522526-355WCO,Onyx Enterprises Inc.,03/30/2021,03/30/2021,Complete,$0.00,Shipping,,1,$15.00
40528829-356R0I,Onyx Enterprises Inc.,03/30/2021,03/30/2021,Complete,$4.85,E0345,,1,$51.56
40528829-356R0I,Onyx Enterprises Inc.,03/30/2021,03/30/2021,Complete,$4.85,Shipping,,1,$13.00
48-92130-34WYAP,Onyx Enterprises Inc.,03/29/2021,03/29/2021,Complete,$13.68,A0136-P/B0221/C0166/E0159,,1,$167.20
48-92130-34WYAP,Onyx Enterprises Inc.,03/29/2021,03/29/2021,Complete,$13.68,Shipping,,1,$28.00
3389355,Overstock Accessories,03/29/2021,03/29/2021,Complete,$9.22,A3043/B3044/D3044,SA3043/B3044/D3044,1,$173.99
3389355,Overstock Accessories,03/29/2021,03/29/2021,Complete,$9.22,Shipping,,1,$32.00
3392702,Overstock Accessories,03/29/2021,03/29/2021,Complete,$5.68,D0128,SD0128,1,$61.40
3392702,Overstock Accessories,03/29/2021,03/29/2021,Complete,$5.68,Shipping,,1,$17.00
03-06805-68187,MN Global LLC,03/29/2021,03/29/2021,Complete,$0.00,A0411/B0411/D0411,SA0411/B0411/D0411,1,$156.92
03-06805-68187,MN Global LLC,03/29/2021,03/29/2021,Complete,$0.00,Shipping,,1,$32.00
03-06806-77829,MN Global LLC,03/29/2021,03/29/2021,Complete,$0.00,A0131/B0131,SA0131/B0131,1,$102.35
03-06806-77829,MN Global LLC,03/29/2021,03/29/2021,Complete,$0.00,Shipping,,1,$17.00
03-06813-96205,MN Global LLC,03/29/2021,03/29/2021,Complete,$0.00,A0104/B0104,SA0104/B0104,1,$95.52
03-06813-96205,MN Global LLC,03/29/2021,03/29/2021,Complete,$0.00,Shipping,,1,$17.00
03-06815-88798,MN Global LLC,03/29/2021,03/29/2021,Complete,$0.00,D0371,SD0371,1,$61.40
03-06815-88798,MN Global LLC,03/29/2021,03/29/2021,Complete,$0.00,Shipping,,1,$17.00
03-06825-00309,MN Global LLC,03/30/2021,03/30/2021,Complete,$0.00,A0043/B0044,SA0043/B0044,1,$112.58
03-06825-00309,MN Global LLC,03/30/2021,03/30/2021,Complete,$0.00,Shipping,,1,$17.00
06-06816-33463,MN Global LLC,03/29/2021,03/29/2021,Complete,$11.81,A0136-P/B0159/E0159,SA0136-P/B0159/E0159,1,$156.92
06-06816-33463,MN Global LLC,03/29/2021,03/29/2021,Complete,$11.81,Shipping,,1,$32.00
06-06816-52077,MN Global LLC,03/29/2021,03/29/2021,Complete,$0.00,A0350,SA0350,1,$55.09
06-06816-52077,MN Global LLC,03/29/2021,03/29/2021,Complete,$0.00,Shipping,,1,$17.00
07-06811-42576,MN Global LLC,03/29/2021,03/29/2021,Complete,$0.00,A0176/B0297,SA0176/B0297,1,$95.52
07-06811-42576,MN Global LLC,03/29/2021,03/29/2021,Complete,$0.00,Shipping,,1,$17.00
07-06814-63683,MN Global LLC,03/29/2021,03/29/2021,Complete,$0.00,A0224,SA0224,1,$55.09
07-06814-63683,MN Global LLC,03/29/2021,03/29/2021,Complete,$0.00,Shipping,,1,$17.00
07-06822-28111,MN Global LLC,03/30/2021,03/30/2021,Complete,$0.00,A0119,SA0119,1,$55.09
07-06822-28111,MN Global LLC,03/30/2021,03/30/2021,Complete,$0.00,Shipping,,1,$17.00
08-06810-46940,MN Global LLC,03/29/2021,03/29/2021,Complete,$0.00,A1115,SA1115,1,$55.09
08-06810-46940,MN Global LLC,03/29/2021,03/29/2021,Complete,$0.00,Shipping,,1,$17.00
08-06815-34657,MN Global LLC,03/29/2021,03/29/2021,Complete,$0.00,A0131/B0131/D0131,SA0131/B0131/D0131,1,$163.75
08-06815-34657,MN Global LLC,03/29/2021,03/29/2021,Complete,$0.00,Shipping,,1,$32.00
09-06816-21721,MN Global LLC,03/29/2021,03/29/2021,Complete,$5.95,A0242,SA0242,1,$55.09
09-06816-21721,MN Global LLC,03/29/2021,03/29/2021,Complete,$5.95,Shipping,,1,$17.00
10-06815-90533,MN Global LLC,03/29/2021,03/29/2021,Complete,$0.00,A0178/B0179,SA0178/B0179,1,$95.52
10-06815-90533,MN Global LLC,03/29/2021,03/29/2021,Complete,$0.00,Shipping,,1,$17.00
11-06809-46868,MN Global LLC,03/29/2021,03/29/2021,Complete,$5.95,A0015,SA0015,1,$55.09
11-06809-46868,MN Global LLC,03/29/2021,03/29/2021,Complete,$5.95,Shipping,,1,$17.00
11-06814-87113,MN Global LLC,03/29/2021,03/29/2021,Complete,$0.00,A0136,SA0136-P,1,$55.09
11-06814-87113,MN Global LLC,03/29/2021,03/29/2021,Complete,$0.00,Shipping,,1,$17.00
111-0226363-6458617,MN Global LLC,03/30/2021,03/30/2021,Complete,$7.88,A0222/B0222,SA0222/B0222,1,$95.52
111-0226363-6458617,MN Global LLC,03/30/2021,03/30/2021,Complete,$7.88,Shipping,,1,$17.00
111-0289484-7453038,MN Global LLC,03/29/2021,03/29/2021,Complete,$0.00,A0355,SA0355,1,$55.09
111-0289484-7453038,MN Global LLC,03/29/2021,03/29/2021,Complete,$0.00,Shipping,,1,$17.00
111-0307928-6549056,MN Global LLC,03/29/2021,03/29/2021,Complete,$4.02,D0222,SD0222,1,$61.40
111-0307928-6549056,MN Global LLC,03/29/2021,03/29/2021,Complete,$4.02,Shipping,,1,$17.00
111-0412869-0077829,MN Global LLC,03/30/2021,03/30/2021,Complete,$0.00,A0222,SA0222,1,$55.09
111-0412869-0077829,MN Global LLC,03/30/2021,03/30/2021,Complete,$0.00,Shipping,,1,$17.00
111-0511973-0840229,MN Global LLC,03/29/2021,03/29/2021,Complete,$5.06,A0144/B0125,SA0144/B0125,1,$95.52
111-0511973-0840229,MN Global LLC,03/29/2021,03/29/2021,Complete,$5.06,Shipping,,1,$17.00
111-0515923-7809812,MN Global LLC,03/30/2021,03/30/2021,Complete,$0.00,A0106/B0106,SA0106/B0106,1,$95.52
111-0515923-7809812,MN Global LLC,03/30/2021,03/30/2021,Complete,$0.00,Shipping,,1,$17.00
111-1443476-5681814,MN Global LLC,03/29/2021,03/29/2021,Complete,$5.73,A0158/B0158,SA0158/B0158,1,$95.52
111-1443476-5681814,MN Global LLC,03/29/2021,03/29/2021,Complete,$5.73,Shipping,,1,$17.00
111-1803590-3185839,MN Global LLC,03/30/2021,03/30/2021,Complete,$0.00,A0119/B0070,SA0119/B0070,1,$95.52
111-1803590-3185839,MN Global LLC,03/30/2021,03/30/2021,Complete,$0.00,Shipping,,1,$17.00
111-1808238-6336226,MN Global LLC,03/30/2021,03/30/2021,Complete,$0.00,A0222/B0222/C0222,SA0222/B0222/C0222,1,$130.89
111-1808238-6336226,MN Global LLC,03/30/2021,03/30/2021,Complete,$0.00,Shipping,,1,$17.00
111-3039804-6643415,MN Global LLC,03/29/2021,03/29/2021,Complete,$0.00,A0139/B0073,SA0139/B0073,1,$95.52
111-3039804-6643415,MN Global LLC,03/29/2021,03/29/2021,Complete,$0.00,Shipping,,1,$17.00
111-6081463-4222625,MN Global LLC,03/29/2021,03/29/2021,Complete,$0.00,A0222,SA0222,1,$55.09
111-6081463-4222625,MN Global LLC,03/29/2021,03/29/2021,Complete,$0.00,Shipping,,1,$17.00
111-9972425-0235429,MN Global LLC,03/29/2021,03/29/2021,Complete,$0.00,B0345,SB0345,1,$57.49
111-9972425-0235429,MN Global LLC,03/29/2021,03/29/2021,Complete,$0.00,Shipping,,1,$17.00
111-9976897-3350627,MN Global LLC,03/29/2021,03/29/2021,Complete,$0.00,A0136-P/B0153/C0153,SA0136-P/B0153/C0153,1,$130.89
111-9976897-3350627,MN Global LLC,03/29/2021,03/29/2021,Complete,$0.00,Shipping,,1,$17.00
112-0241173-5090625,MN Global LLC,03/29/2021,03/29/2021,Complete,$8.75,A0345/B0345,SA0345/B0345,1,$112.58
112-0241173-5090625,MN Global LLC,03/29/2021,03/29/2021,Complete,$8.75,Shipping,,1,$17.00
112-2467250-8805035,MN Global LLC,03/29/2021,03/29/2021,Complete,$0.00,D0222,SD0222,1,$61.40
112-2467250-8805035,MN Global LLC,03/29/2021,03/29/2021,Complete,$0.00,Shipping,,1,$17.00
112-2720103-9264213,MN Global LLC,03/29/2021,03/29/2021,Complete,$5.73,A0244/B0206,SA0244/B0206,1,$95.52
112-2720103-9264213,MN Global LLC,03/29/2021,03/29/2021,Complete,$5.73,Shipping,,1,$17.00
112-2876824-8875410,MN Global LLC,03/30/2021,03/30/2021,Complete,$0.00,A0193/B0195/D0195,SA0193/B0195/D0195,1,$156.92
112-2876824-8875410,MN Global LLC,03/30/2021,03/30/2021,Complete,$0.00,Shipping,,1,$32.00
112-3198137-8030642,MN Global LLC,03/30/2021,03/30/2021,Complete,$5.06,A0036/B0036,SA0036/B0036,1,$95.52
112-3198137-8030642,MN Global LLC,03/30/2021,03/30/2021,Complete,$5.06,Shipping,,1,$17.00
112-4836176-3451454,MN Global LLC,03/29/2021,03/29/2021,Complete,$0.00,B0345,SB0345,1,$57.49
112-4836176-3451454,MN Global LLC,03/29/2021,03/29/2021,Complete,$0.00,Shipping,,1,$17.00
112-5014270-4356205,MN Global LLC,03/29/2021,03/29/2021,Complete,$5.73,A2102/B2102,SA2102/B2102,1,$95.52
112-5014270-4356205,MN Global LLC,03/29/2021,03/29/2021,Complete,$5.73,Shipping,,1,$17.00
112-5604718-2735402,MN Global LLC,03/29/2021,03/29/2021,Complete,$0.00,B0345,SB0345,1,$57.49
112-5604718-2735402,MN Global LLC,03/29/2021,03/29/2021,Complete,$0.00,Shipping,,1,$17.00
112-5948474-4866608,MN Global LLC,03/30/2021,03/30/2021,Complete,$0.00,A0136-P/B0159/E0159,SA0136-P/B0159/E0159,1,$156.92
112-5948474-4866608,MN Global LLC,03/30/2021,03/30/2021,Complete,$0.00,Shipping,,1,$32.00
112-7194401-0161827,MN Global LLC,03/29/2021,03/29/2021,Complete,$5.95,A0042,SA0042,1,$55.09
112-7194401-0161827,MN Global LLC,03/29/2021,03/29/2021,Complete,$5.95,Shipping,,1,$17.00
113-0011232-8359419,MN Global LLC,03/29/2021,03/29/2021,Complete,$9.42,A0222/B0222/D0222,SA0222/B0222/D0222,1,$156.92
113-0011232-8359419,MN Global LLC,03/29/2021,03/29/2021,Complete,$9.42,Shipping,,1,$32.00
113-0415812-3450640,MN Global LLC,03/29/2021,03/29/2021,Complete,$10.29,A0167/B0167,SA0167/B0167,1,$102.35
113-0415812-3450640,MN Global LLC,03/29/2021,03/29/2021,Complete,$10.29,Shipping,,1,$17.00
113-1888403-4480208,MN Global LLC,03/29/2021,03/29/2021,Complete,$5.95,A0108/B0155,SA0108/B0155,1,$108.15
113-1888403-4480208,MN Global LLC,03/29/2021,03/29/2021,Complete,$5.95,Shipping,,1,$17.00
113-2239654-0929015,MN Global LLC,03/29/2021,03/29/2021,Complete,$0.00,A0043,SA0043,1,$55.09
113-2239654-0929015,MN Global LLC,03/29/2021,03/29/2021,Complete,$0.00,Shipping,,1,$17.00
113-2663596-5177851,MN Global LLC,03/29/2021,03/29/2021,Complete,$7.88,A0139/B0073,SA0139/B0073,1,$95.52
113-2663596-5177851,MN Global LLC,03/29/2021,03/29/2021,Complete,$7.88,Shipping,,1,$17.00
113-2856112-2052211,MN Global LLC,03/29/2021,03/29/2021,Complete,$9.28,A0139/B0073,SA0139/B0073,1,$95.52
113-2856112-2052211,MN Global LLC,03/29/2021,03/29/2021,Complete,$9.28,Shipping,,1,$17.00
113-3487734-0891439,MN Global LLC,03/29/2021,03/29/2021,Complete,$11.94,A0207/B0207/K0207,SA0207/B0207/K0207,1,$191.04
113-3487734-0891439,MN Global LLC,03/29/2021,03/29/2021,Complete,$11.94,Shipping,,1,$17.00
113-4050630-7783412,MN Global LLC,03/29/2021,03/29/2021,Complete,$0.00,A0119,SA0119,1,$55.09
113-4050630-7783412,MN Global LLC,03/29/2021,03/29/2021,Complete,$0.00,Shipping,,1,$17.00
113-5361795-9610667,MN Global LLC,03/29/2021,03/29/2021,Complete,$8.10,A0345/B0345,SA0345/B0345,1,$112.58
113-5361795-9610667,MN Global LLC,03/29/2021,03/29/2021,Complete,$8.10,Shipping,,1,$17.00
113-5943068-5221843,MN Global LLC,03/29/2021,03/29/2021,Complete,$0.00,A0345/B0345,SA0345/B0345,1,$112.58
113-5943068-5221843,MN Global LLC,03/29/2021,03/29/2021,Complete,$0.00,Shipping,,1,$17.00
113-7224247-8871469,MN Global LLC,03/29/2021,03/29/2021,Complete,$0.00,A0043,SA0043,1,$55.09
113-7224247-8871469,MN Global LLC,03/29/2021,03/29/2021,Complete,$0.00,Shipping,,1,$17.00
113-7361315-2701829,MN Global LLC,03/29/2021,03/29/2021,Complete,$0.00,A0136-P/B0153/C0153,SA0136-P/B0153/C0153,1,$130.89
113-7361315-2701829,MN Global LLC,03/29/2021,03/29/2021,Complete,$0.00,Shipping,,1,$17.00
113-7844191-1347447,MN Global LLC,03/29/2021,03/29/2021,Complete,$0.00,A0345/B0345,SA0345/B0345,1,$112.58
113-7844191-1347447,MN Global LLC,03/29/2021,03/29/2021,Complete,$0.00,Shipping,,1,$17.00
113-9266242-5081860,MN Global LLC,03/29/2021,03/29/2021,Complete,$7.03,A0222/B0222,SA0222/B0222,1,$95.52
113-9266242-5081860,MN Global LLC,03/29/2021,03/29/2021,Complete,$7.03,Shipping,,1,$17.00
114-0263884-3091470,MN Global LLC,03/29/2021,03/29/2021,Complete,$4.58,A0377,SA0377,1,$55.09
114-0263884-3091470,MN Global LLC,03/29/2021,03/29/2021,Complete,$4.58,Shipping,,1,$17.00
114-0395483-5502655,MN Global LLC,03/29/2021,03/29/2021,Complete,$0.00,D0222,SD0222,1,$61.40
114-0395483-5502655,MN Global LLC,03/29/2021,03/29/2021,Complete,$0.00,Shipping,,1,$17.00
114-1974189-9881837,MN Global LLC,03/30/2021,03/30/2021,Complete,$0.00,A0167/B0167,SA0167/B0167,1,$102.35
114-1974189-9881837,MN Global LLC,03/30/2021,03/30/2021,Complete,$0.00,Shipping,,1,$17.00
114-2358415-7421017,MN Global LLC,03/29/2021,03/29/2021,Complete,$6.96,D0222,SD0222,1,$61.40
114-2358415-7421017,MN Global LLC,03/29/2021,03/29/2021,Complete,$6.96,Shipping,,1,$17.00
114-2605887-4503438,MN Global LLC,03/29/2021,03/29/2021,Complete,$10.32,A0108/B0155,SA0108/B0155,1,$108.15
114-2605887-4503438,MN Global LLC,03/29/2021,03/29/2021,Complete,$10.32,Shipping,,1,$17.00
114-3753713-2534603,MN Global LLC,03/29/2021,03/29/2021,Complete,$3.25,D0222,SD0222,1,$61.40
114-3753713-2534603,MN Global LLC,03/29/2021,03/29/2021,Complete,$3.25,Shipping,,1,$17.00
114-4428792-2895425,MN Global LLC,03/29/2021,03/29/2021,Complete,$0.00,D0222,SD0222,1,$61.40
114-4428792-2895425,MN Global LLC,03/29/2021,03/29/2021,Complete,$0.00,Shipping,,1,$17.00
114-5004219-2238640,MN Global LLC,03/29/2021,03/29/2021,Complete,$0.00,A0222/B0222/D0222,SA0222/B0222/D0222,1,$156.92
114-5004219-2238640,MN Global LLC,03/29/2021,03/29/2021,Complete,$0.00,Shipping,,1,$32.00
114-5635773-7793826,MN Global LLC,03/29/2021,03/29/2021,Complete,$16.99,A0345/B0345/E0345,SA0345/B0345/E0345,1,$173.99
114-5635773-7793826,MN Global LLC,03/29/2021,03/29/2021,Complete,$16.99,Shipping,,1,$32.00
114-6310351-6774626,MN Global LLC,03/29/2021,03/29/2021,Complete,$5.97,A0222/B0222,SA0222/B0222,1,$95.52
114-6310351-6774626,MN Global LLC,03/29/2021,03/29/2021,Complete,$5.97,Shipping,,1,$17.00
114-6352609-0567446,MN Global LLC,03/29/2021,03/29/2021,Complete,$4.33,A0108/B0155,SA0108/B0155,1,$108.15
114-6352609-0567446,MN Global LLC,03/29/2021,03/29/2021,Complete,$4.33,Shipping,,1,$17.00
13-06808-87623,MN Global LLC,03/29/2021,03/29/2021,Complete,$0.00,A0119,SA0119,1,$55.09
13-06808-87623,MN Global LLC,03/29/2021,03/29/2021,Complete,$0.00,Shipping,,1,$17.00
13-06819-77569,MN Global LLC,03/30/2021,03/30/2021,Complete,$9.28,A0411/B0411,SA0411/B0411,1,$95.52
13-06819-77569,MN Global LLC,03/30/2021,03/30/2021,Complete,$9.28,Shipping,,1,$17.00
14-06804-63193,MN Global LLC,03/29/2021,03/29/2021,Complete,$0.00,A0317/B0182,SA0317/B0182,1,$108.66
14-06804-63193,MN Global LLC,03/29/2021,03/29/2021,Complete,$0.00,Shipping,,1,$17.00
14-06808-22393,MN Global LLC,03/29/2021,03/29/2021,Complete,$4.05,A0451,SA0451,1,$68.23
14-06808-22393,MN Global LLC,03/29/2021,03/29/2021,Complete,$4.05,Shipping,,1,$17.00
14-06813-56426,MN Global LLC,03/29/2021,03/29/2021,Complete,$0.00,A0250,SA0250,1,$55.09
14-06813-56426,MN Global LLC,03/29/2021,03/29/2021,Complete,$0.00,Shipping,,1,$17.00
14-06819-54226,MN Global LLC,03/30/2021,03/30/2021,Complete,$3.44,A0340,SA0340,1,$55.09
14-06819-54226,MN Global LLC,03/30/2021,03/30/2021,Complete,$3.44,Shipping,,1,$17.00
14-06821-62225,MN Global LLC,03/30/2021,03/30/2021,Complete,$9.28,A0015/B0015,SA0015/B0015,1,$95.52
14-06821-62225,MN Global LLC,03/30/2021,03/30/2021,Complete,$9.28,Shipping,,1,$17.00
15-06809-58827,MN Global LLC,03/29/2021,03/29/2021,Complete,$0.00,A0015,SA0015,1,$55.09
15-06809-58827,MN Global LLC,03/29/2021,03/29/2021,Complete,$0.00,Shipping,,1,$17.00
15-06811-95464,MN Global LLC,03/29/2021,03/29/2021,Complete,$10.44,A0083/B0128/D0128,SA0083/B0128/D0128,1,$173.99
15-06811-95464,MN Global LLC,03/29/2021,03/29/2021,Complete,$10.44,Shipping,,1,$32.00
16-06803-20187,MN Global LLC,03/29/2021,03/29/2021,Complete,$0.00,A0015,SA0015,1,$55.09
16-06803-20187,MN Global LLC,03/29/2021,03/29/2021,Complete,$0.00,Shipping,,1,$17.00
16-06805-05485,MN Global LLC,03/29/2021,03/29/2021,Complete,$5.30,B0453,SB0453,1,$47.25
16-06805-05485,MN Global LLC,03/29/2021,03/29/2021,Complete,$5.30,Shipping,,1,$17.00
16-06805-19654,MN Global LLC,03/29/2021,03/29/2021,Complete,$0.00,A2043/B2044,SA2043/B2044-P,1,$112.58
16-06805-19654,MN Global LLC,03/29/2021,03/29/2021,Complete,$0.00,Shipping,,1,$17.00
16-06820-47261,MN Global LLC,03/30/2021,03/30/2021,Complete,$0.00,A0136-P/B0159,SA0136-P/B0159,1,$95.52
16-06820-47261,MN Global LLC,03/30/2021,03/30/2021,Complete,$0.00,Shipping,,1,$17.00
16-06821-39985,MN Global LLC,03/30/2021,03/30/2021,Complete,$2.73,A0329,SA0329,1,$68.23
16-06821-39985,MN Global LLC,03/30/2021,03/30/2021,Complete,$2.73,Shipping,,1,$17.00
16-06823-83416,MN Global LLC,03/30/2021,03/30/2021,Complete,$0.00,A0015,SA0015,1,$55.09
16-06823-83416,MN Global LLC,03/30/2021,03/30/2021,Complete,$0.00,Shipping,,1,$17.00
19-06807-28568,MN Global LLC,03/29/2021,03/29/2021,Complete,$15.59,A0136-P/B0159/E0159,SA0136-P/B0159/E0159,1,$156.92
19-06807-28568,MN Global LLC,03/29/2021,03/29/2021,Complete,$15.59,Shipping,,1,$32.00
19-06813-91590,MN Global LLC,03/29/2021,03/29/2021,Complete,$11.50,A0103/B0103,SA0103/B0103,1,$112.58
19-06813-91590,MN Global LLC,03/29/2021,03/29/2021,Complete,$11.50,Shipping,,1,$17.00
19-06820-75110,MN Global LLC,03/30/2021,03/30/2021,Complete,$12.20,A0136-P/B0153/C0153,SA0136-P/B0153/C0153,1,$130.89
19-06820-75110,MN Global LLC,03/30/2021,03/30/2021,Complete,$12.20,Shipping,,1,$17.00
20-06808-86601,MN Global LLC,03/29/2021,03/29/2021,Complete,$0.00,A0173,SA0173,1,$55.09
20-06808-86601,MN Global LLC,03/29/2021,03/29/2021,Complete,$0.00,Shipping,,1,$17.00
20-06820-42830,MN Global LLC,03/30/2021,03/30/2021,Complete,$0.00,A0242/B0242,SA0242/B0242,1,$95.52
20-06820-42830,MN Global LLC,03/30/2021,03/30/2021,Complete,$0.00,Shipping,,1,$17.00
20-06821-05765,MN Global LLC,03/30/2021,03/30/2021,Complete,$3.68,D0513,SD0513,1,$61.40
20-06821-05765,MN Global LLC,03/30/2021,03/30/2021,Complete,$3.68,Shipping,,1,$17.00
21-06802-45622,MN Global LLC,03/29/2021,03/29/2021,Complete,$0.00,A0224,SA0224,1,$55.09
21-06802-45622,MN Global LLC,03/29/2021,03/29/2021,Complete,$0.00,Shipping,,1,$17.00
21-06804-09577,MN Global LLC,03/29/2021,03/29/2021,Complete,$0.00,B0159,SB0159,1,$57.49
21-06804-09577,MN Global LLC,03/29/2021,03/29/2021,Complete,$0.00,Shipping,,1,$17.00
22-06812-95423,MN Global LLC,03/29/2021,03/29/2021,Complete,$9.85,A0450/B0453,SA0450/B0453,1,$102.35
22-06812-95423,MN Global LLC,03/29/2021,03/29/2021,Complete,$9.85,Shipping,,1,$17.00
23-06814-86278,MN Global LLC,03/29/2021,03/29/2021,Complete,$0.00,A0178,SA0178,1,$55.09
23-06814-86278,MN Global LLC,03/29/2021,03/29/2021,Complete,$0.00,Shipping,,1,$17.00
24-06816-58889,MN Global LLC,03/29/2021,03/29/2021,Complete,$5.95,A0450,SA0450,1,$55.09
24-06816-58889,MN Global LLC,03/29/2021,03/29/2021,Complete,$5.95,Shipping,,1,$17.00
24-06831-65315,MN Global LLC,03/30/2021,03/30/2021,Complete,$0.00,A0136-P/B0159/E0159,SA0136-P/B0159/E0159,1,$156.92
24-06831-65315,MN Global LLC,03/30/2021,03/30/2021,Complete,$0.00,Shipping,,1,$32.00
24-06833-26279,MN Global LLC,03/30/2021,03/30/2021,Complete,$0.00,A0469/B0469,SA0469/B0469,1,$95.52
24-06833-26279,MN Global LLC,03/30/2021,03/30/2021,Complete,$0.00,Shipping,,1,$17.00
25-06804-94148,MN Global LLC,03/29/2021,03/29/2021,Complete,$7.03,A0176/B0176,SA0176/B0176,1,$95.52
25-06804-94148,MN Global LLC,03/29/2021,03/29/2021,Complete,$7.03,Shipping,,1,$17.00
25-06818-26553,MN Global LLC,03/30/2021,03/30/2021,Complete,$6.28,A0136-P/B0159/E0159,SA0136-P/B0159/E0159,1,$156.92
25-06818-26553,MN Global LLC,03/30/2021,03/30/2021,Complete,$6.28,Shipping,,1,$32.00
27-06807-58104,MN Global LLC,03/29/2021,03/29/2021,Complete,$0.00,D0153,SD0153,1,$61.40
27-06807-58104,MN Global LLC,03/29/2021,03/29/2021,Complete,$0.00,Shipping,,1,$17.00
27-06808-31760,MN Global LLC,03/29/2021,03/29/2021,Complete,$0.00,A0167,SA0167-P,1,$55.09
27-06808-31760,MN Global LLC,03/29/2021,03/29/2021,Complete,$0.00,Shipping,,1,$17.00
27-06810-59013,MN Global LLC,03/29/2021,03/29/2021,Complete,$0.00,A0131/B0131/C0131,SA0131/B0131/C0131,1,$137.72
27-06810-59013,MN Global LLC,03/29/2021,03/29/2021,Complete,$0.00,Shipping,,1,$17.00
27-06817-78895,MN Global LLC,03/30/2021,03/30/2021,Complete,$0.00,A0241,SA0241,1,$61.40
27-06817-78895,MN Global LLC,03/30/2021,03/30/2021,Complete,$0.00,Shipping,,1,$17.00
4810882303148,MN Global LLC,03/29/2021,03/29/2021,Complete,$8.12,A0129/B0129,SA0129/B0129,1,$95.52
4810882303148,MN Global LLC,03/29/2021,03/29/2021,Complete,$8.12,Shipping,,1,$17.00
