SO #,Customer,Date Issued,Date Completed,SO Status,SO Tax,Part Number,Alias Number,Qty Ordered,Unit Price
058942,MN Global LLC,03/31/2021,03/31/2021,Complete,0.0,B0167,,1,
059913,Auto Accessories Garage,04/01/2021,04/01/2021,Complete,0.0,E0159,SE0159,1,
060437,Auto Accessories Garage,04/02/2021,04/02/2021,Complete,0.0,C0351,,1,
060437,Auto Accessories Garage,04/02/2021,04/02/2021,Complete,0.0,C0351,,1,30.49
060437,Auto Accessories Garage,04/02/2021,04/02/2021,Complete,0.0,B0351,,1,
060437,Auto Accessories Garage,04/02/2021,04/02/2021,Complete,0.0,B0351,,1,34.85
060437,Auto Accessories Garage,04/02/2021,04/02/2021,Complete,0.0,A0350,,1,
060437,Auto Accessories Garage,04/02/2021,04/02/2021,Complete,0.0,A0350,,1,47.5
060486,Auto Accessories Garage,04/02/2021,04/02/2021,Complete,0.0,A0043,,1,
060486,Auto Accessories Garage,04/02/2021,04/02/2021,Complete,0.0,B0044,,1,
060486,Auto Accessories Garage,04/02/2021,04/02/2021,Complete,0.0,E0162,,1,
060487,Auto Accessories Garage,04/02/2021,04/02/2021,Complete,0.0,E0082,,1,
060487,Auto Accessories Garage,04/02/2021,04/02/2021,Complete,0.0,A0161,,1,
060487,Auto Accessories Garage,04/02/2021,04/02/2021,Complete,0.0,C0082,,1,
060487,Auto Accessories Garage,04/02/2021,04/02/2021,Complete,0.0,B0082,,1,
060511,Auto Anything,04/02/2021,04/02/2021,Complete,0.0,A0131,,1,
060511,Auto Anything,04/02/2021,04/02/2021,Complete,0.0,B0131,,1,
060513,Onyx Enterprises Inc.,04/02/2021,04/02/2021,Complete,,B0086,,1,
060513,Onyx Enterprises Inc.,04/02/2021,04/02/2021,Complete,,A0086,,1,
11122283-2,Auto Anything,04/02/2021,04/02/2021,Complete,0.0,A0150/B0150,,1,74.11
11122283-2,Auto Anything,04/02/2021,04/02/2021,Complete,0.0,Shipping,,1,12.0
11122468,Auto Anything,03/31/2021,03/31/2021,Complete,0.0,A0411/B0411,,1,74.11
11122468,Auto Anything,03/31/2021,03/31/2021,Complete,0.0,Shipping,,1,12.0
11122781,Auto Anything,03/31/2021,03/31/2021,Complete,0.0,D0431,,1,47.64
11122781,Auto Anything,03/31/2021,03/31/2021,Complete,0.0,Shipping,,1,15.0
11123060,Auto Anything,03/31/2021,03/31/2021,Complete,0.0,A0289,,1,42.75
11123060,Auto Anything,03/31/2021,03/31/2021,Complete,0.0,Shipping,,1,12.0
11123326,Auto Anything,03/31/2021,03/31/2021,Complete,0.0,A0164/B0164,,1,74.11
11123326,Auto Anything,03/31/2021,03/31/2021,Complete,0.0,Shipping,,1,12.0
11124072,Auto Anything,03/31/2021,03/31/2021,Complete,0.0,A0022/B0041,,1,74.11
11124072,Auto Anything,03/31/2021,03/31/2021,Complete,0.0,Shipping,,1,12.0
11124427,Auto Anything,03/31/2021,03/31/2021,Complete,0.0,D0423,,1,47.64
11124427,Auto Anything,03/31/2021,03/31/2021,Complete,0.0,Shipping,,1,15.0
11124517,Auto Anything,03/31/2021,03/31/2021,Complete,0.0,A0019/B0019,,1,74.11
11124517,Auto Anything,03/31/2021,03/31/2021,Complete,0.0,Shipping,,1,12.0
11125275,Auto Anything,03/31/2021,03/31/2021,Complete,0.0,A0226,,1,52.94
11125275,Auto Anything,03/31/2021,03/31/2021,Complete,0.0,Shipping,,1,12.0
11125662,Auto Anything,03/31/2021,03/31/2021,Complete,0.0,A0126/B0048,,1,74.11
11125662,Auto Anything,03/31/2021,03/31/2021,Complete,0.0,Shipping,,1,12.0
11125772,Auto Anything,03/31/2021,03/31/2021,Complete,0.0,A0121,,1,42.75
11125772,Auto Anything,03/31/2021,03/31/2021,Complete,0.0,Shipping,,1,12.0
11125991,Auto Anything,04/01/2021,04/01/2021,Complete,0.0,A0226/B0148,,1,89.6
11125991,Auto Anything,04/01/2021,04/01/2021,Complete,0.0,Shipping,,1,12.0
11126777,Auto Anything,03/31/2021,03/31/2021,Complete,0.0,A0050,,1,42.75
11126777,Auto Anything,03/31/2021,03/31/2021,Complete,0.0,Shipping,,1,12.0
11127155,Auto Anything,03/31/2021,03/31/2021,Complete,0.0,A0250/B0250/D0386,,1,121.75
11127155,Auto Anything,03/31/2021,03/31/2021,Complete,0.0,Shipping,,1,27.0
11127312,Auto Anything,04/01/2021,04/01/2021,Complete,0.0,B2083,,1,31.37
11127312,Auto Anything,04/01/2021,04/01/2021,Complete,0.0,Shipping,,1,12.0
11127330,Auto Anything,03/31/2021,03/31/2021,Complete,0.0,A0183/B0303/C0184,,1,106.06
11127330,Auto Anything,03/31/2021,03/31/2021,Complete,0.0,Shipping,,1,12.0
11127459,Auto Anything,03/31/2021,03/31/2021,Complete,0.0,A0296,,1,52.94
11127459,Auto Anything,03/31/2021,03/31/2021,Complete,0.0,Shipping,,1,12.0
11127650,Auto Anything,03/31/2021,03/31/2021,Complete,0.0,A0144,,1,42.75
11127650,Auto Anything,03/31/2021,03/31/2021,Complete,0.0,Shipping,,1,12.0
11127730,Auto Anything,03/31/2021,03/31/2021,Complete,0.0,A0131/B0131,,1,79.41
11127730,Auto Anything,03/31/2021,03/31/2021,Complete,0.0,Shipping,,1,12.0
11128821,Auto Anything,03/31/2021,03/31/2021,Complete,0.0,A0152/B0201,,1,87.35
11128821,Auto Anything,03/31/2021,03/31/2021,Complete,0.0,Shipping,,1,12.0
11129259,Auto Anything,03/31/2021,03/31/2021,Complete,0.0,A0178/B0178,,1,74.11
11129259,Auto Anything,03/31/2021,03/31/2021,Complete,0.0,Shipping,,1,12.0
11129695,Auto Anything,03/31/2021,03/31/2021,Complete,0.0,A0411/B0411/D0411,,1,121.75
11129695,Auto Anything,03/31/2021,03/31/2021,Complete,0.0,Shipping,,1,27.0
11129795,Auto Anything,03/31/2021,03/31/2021,Complete,0.0,A0164,,1,42.75
11129795,Auto Anything,03/31/2021,03/31/2021,Complete,0.0,Shipping,,1,12.0
11130400,Auto Anything,03/31/2021,03/31/2021,Complete,0.0,A0157,,1,42.75
11130400,Auto Anything,03/31/2021,03/31/2021,Complete,0.0,Shipping,,1,12.0
11130606,Auto Anything,03/31/2021,03/31/2021,Complete,0.0,A0193,,1,42.75
11130606,Auto Anything,03/31/2021,03/31/2021,Complete,0.0,Shipping,,1,12.0
11130952,Auto Anything,03/30/2021,03/30/2021,Complete,0.0,A0176/B0176,,1,74.11
11130952,Auto Anything,03/30/2021,03/30/2021,Complete,0.0,Shipping,,1,12.0
11131175,Auto Anything,03/31/2021,03/31/2021,Complete,0.0,A0043/B0044/D0044,A0043/B0044-P/D0044,1,134.99
11131175,Auto Anything,03/31/2021,03/31/2021,Complete,0.0,Shipping,,1,27.0
11131255,Auto Anything,03/31/2021,03/31/2021,Complete,0.0,C0242,,1,31.95
11131255,Auto Anything,03/31/2021,03/31/2021,Complete,0.0,Shipping,,1,12.0
11131500,Auto Anything,03/31/2021,03/31/2021,Complete,0.0,A0036/B0036,,1,74.11
11131500,Auto Anything,03/31/2021,03/31/2021,Complete,0.0,Shipping,,1,12.0
11131672,Auto Anything,03/31/2021,03/31/2021,Complete,0.0,A0340/B0340/D0342,,1,121.75
11131672,Auto Anything,03/31/2021,03/31/2021,Complete,0.0,Shipping,,1,27.0
11132371,Auto Anything,03/31/2021,03/31/2021,Complete,0.0,A0192/B0192,,1,74.11
11132371,Auto Anything,03/31/2021,03/31/2021,Complete,0.0,Shipping,,1,12.0
11132422,Auto Anything,03/31/2021,03/31/2021,Complete,0.0,D0477,,1,47.64
11132422,Auto Anything,03/31/2021,03/31/2021,Complete,0.0,Shipping,,1,15.0
11132439,Auto Anything,03/31/2021,03/31/2021,Complete,0.0,A0043/B0044,A0043/B0044-P,1,87.35
11132439,Auto Anything,03/31/2021,03/31/2021,Complete,0.0,Shipping,,1,12.0
11132512,Auto Anything,03/31/2021,03/31/2021,Complete,0.0,D0350,,1,47.64
11132512,Auto Anything,03/31/2021,03/31/2021,Complete,0.0,Shipping,,1,15.0
11132925,Auto Anything,03/31/2021,03/31/2021,Complete,0.0,B0228,,1,31.37
11132925,Auto Anything,03/31/2021,03/31/2021,Complete,0.0,Shipping,,1,12.0
11133036,Auto Anything,03/31/2021,03/31/2021,Complete,0.0,A0178/B0178,,1,74.11
11133036,Auto Anything,03/31/2021,03/31/2021,Complete,0.0,Shipping,,1,12.0
11133856,Auto Anything,03/31/2021,03/31/2021,Complete,0.0,B0341,,1,31.37
11133856,Auto Anything,03/31/2021,03/31/2021,Complete,0.0,Shipping,,1,12.0
11134570,Auto Anything,03/31/2021,04/01/2021,Complete,0.0,D0215,,1,47.64
11134570,Auto Anything,03/31/2021,04/01/2021,Complete,0.0,Shipping,,1,15.0
11135172,Auto Anything,03/31/2021,04/01/2021,Complete,0.0,B0343,,1,31.37
11135172,Auto Anything,03/31/2021,04/01/2021,Complete,0.0,Shipping,,1,12.0
11135389,Auto Anything,03/31/2021,04/01/2021,Complete,0.0,D0114,,1,47.64
11135389,Auto Anything,03/31/2021,04/01/2021,Complete,0.0,Shipping,,1,15.0
11135573,Auto Anything,03/31/2021,04/01/2021,Complete,0.0,C0152,,1,31.95
11135573,Auto Anything,03/31/2021,04/01/2021,Complete,0.0,Shipping,,1,12.0
11138815,Auto Anything,04/02/2021,04/02/2021,Complete,0.0,D0452,,1,47.64
11138815,Auto Anything,04/02/2021,04/02/2021,Complete,0.0,Shipping,,1,15.0
11139470,Auto Anything,04/02/2021,04/02/2021,Complete,0.0,A0193/B0193/D0193,,1,121.75
11139470,Auto Anything,04/02/2021,04/02/2021,Complete,0.0,Shipping,,1,27.0
11139512,Auto Anything,04/02/2021,04/02/2021,Complete,0.0,A0203/B0239,,1,79.41
11139512,Auto Anything,04/02/2021,04/02/2021,Complete,0.0,Shipping,,1,12.0
11139614,Auto Anything,04/02/2021,04/02/2021,Complete,0.0,A0411/B0411/D0411,,1,121.75
11139614,Auto Anything,04/02/2021,04/02/2021,Complete,0.0,Shipping,,1,27.0
11139819,Auto Anything,04/02/2021,04/02/2021,Complete,0.0,A0266,,1,42.75
1100779-1160328,Auto Accessories Garage,04/02/2021,04/02/2021,Complete,0.0,B0203,,1,49.56
1112460-1159277,Auto Accessories Garage,03/30/2021,03/30/2021,Complete,0.0,B0523,,1,34.85
1112460-1159277,Auto Accessories Garage,03/30/2021,03/30/2021,Complete,0.0,Shipping,,1,12.0
1112730-1160283,Auto Accessories Garage,04/02/2021,04/02/2021,Complete,0.0,A0319/B0048,,1,93.67
1112730-1160283,Auto Accessories Garage,04/02/2021,04/02/2021,Complete,0.0,Shipping,,1,12.0
1113166-1158718,Auto Accessories Garage,03/30/2021,03/30/2021,Complete,0.0,A0429/B0429,,1,82.35
1113166-1158718,Auto Accessories Garage,03/30/2021,03/30/2021,Complete,0.0,Shipping,,1,12.0
1114230-1153161-2,Auto Accessories Garage,03/30/2021,03/30/2021,Complete,0.0,Shipping,,1,12.0
1114230-1153161-2,Auto Accessories Garage,03/30/2021,03/30/2021,Complete,0.0,A0504/B0242,,1,82.35
1114293-1158807,Auto Accessories Garage,03/30/2021,03/30/2021,Complete,0.0,B0148,,1,40.74
1114293-1158807,Auto Accessories Garage,03/30/2021,03/30/2021,Complete,0.0,Shipping,,1,12.0
1119350-1158766,Auto Accessories Garage,03/30/2021,03/30/2021,Complete,0.0,A0136-P/B0221/C0166/E0159,,1,171.66
1119350-1158766,Auto Accessories Garage,03/30/2021,03/30/2021,Complete,0.0,Shipping,,1,23.0
1119355-1158772,Auto Accessories Garage,03/30/2021,03/30/2021,Complete,0.0,A0119/B0070,,1,82.35
1119355-1158772,Auto Accessories Garage,03/30/2021,03/30/2021,Complete,0.0,Shipping,,1,12.0
1119371-1158788,Auto Accessories Garage,03/30/2021,03/30/2021,Complete,0.0,A0136-P/B0153,,1,82.35
1119371-1158788,Auto Accessories Garage,03/30/2021,03/30/2021,Complete,0.0,Shipping,,1,12.0
1119387-1158809,Auto Accessories Garage,03/30/2021,03/30/2021,Complete,0.0,A0317/B0182,,1,93.67
1119387-1158809,Auto Accessories Garage,03/30/2021,03/30/2021,Complete,0.0,Shipping,,1,12.0
1119389-1158811,Auto Accessories Garage,03/30/2021,04/01/2021,Complete,0.0,A0136-P/B0166/E0159,,1,135.28
1119389-1158811,Auto Accessories Garage,03/30/2021,04/01/2021,Complete,0.0,A0451/B0450,,1,99.56
1119389-1158811,Auto Accessories Garage,03/30/2021,04/01/2021,Complete,0.0,Shipping,,1,35.0
1119446-1158880,Auto Accessories Garage,03/30/2021,03/30/2021,Complete,0.0,A0263,,1,47.5
1119446-1158880,Auto Accessories Garage,03/30/2021,03/30/2021,Complete,0.0,Shipping,,1,12.0
1119447-1158881,Auto Accessories Garage,03/30/2021,03/30/2021,Complete,0.0,A0226,,1,58.82
1119447-1158881,Auto Accessories Garage,03/30/2021,03/30/2021,Complete,0.0,Shipping,,1,12.0
1119461-1158902,Auto Accessories Garage,03/30/2021,03/30/2021,Complete,0.0,A0500/B0522,,1,97.06
1119461-1158902,Auto Accessories Garage,03/30/2021,03/30/2021,Complete,0.0,Shipping,,1,12.0
1119468-1158911,Auto Accessories Garage,03/30/2021,03/30/2021,Complete,6.61,A0144/B0125,,1,82.35
1119468-1158911,Auto Accessories Garage,03/30/2021,03/30/2021,Complete,6.61,Shipping,,1,12.0
1119481-1158926,Auto Accessories Garage,03/30/2021,03/30/2021,Complete,0.0,A0225/B0225,,1,82.35
1119481-1158926,Auto Accessories Garage,03/30/2021,03/30/2021,Complete,0.0,Shipping,,1,12.0
1119503-1158954,Auto Accessories Garage,03/30/2021,03/30/2021,Complete,0.0,A0418/B0418,,1,82.35
1119503-1158954,Auto Accessories Garage,03/30/2021,03/30/2021,Complete,0.0,Shipping,,1,12.0
1119505-1158956,Auto Accessories Garage,03/30/2021,03/30/2021,Complete,0.0,A0232,,1,47.5
1119505-1158956,Auto Accessories Garage,03/30/2021,03/30/2021,Complete,0.0,Shipping,,1,12.0
1119513-1158965,Auto Accessories Garage,03/30/2021,03/30/2021,Complete,0.0,A0150/B0150,,1,82.35
1119513-1158965,Auto Accessories Garage,03/30/2021,03/30/2021,Complete,0.0,Shipping,,1,12.0
1119519-1158971,Auto Accessories Garage,03/30/2021,03/30/2021,Complete,0.0,A0021/B0021,,1,82.35
1119519-1158971,Auto Accessories Garage,03/30/2021,03/30/2021,Complete,0.0,Shipping,,1,12.0
1119523-1158975,Auto Accessories Garage,03/30/2021,03/30/2021,Complete,0.0,A0046/B0046,,1,97.06
1119523-1158975,Auto Accessories Garage,03/30/2021,03/30/2021,Complete,0.0,Shipping,,1,12.0
1119539-1158991,Auto Accessories Garage,03/30/2021,03/30/2021,Complete,0.0,A0260/B0133,,1,82.35
1119539-1158991,Auto Accessories Garage,03/30/2021,03/30/2021,Complete,0.0,Shipping,,1,12.0
1119561-1159014,Auto Accessories Garage,03/30/2021,03/30/2021,Complete,0.0,A0317/B0182,,1,93.67
1119561-1159014,Auto Accessories Garage,03/30/2021,03/30/2021,Complete,0.0,Shipping,,1,12.0
1119566-1159019,Auto Accessories Garage,03/30/2021,03/30/2021,Complete,0.0,A1043/B1044,A1043/B1044-P,1,97.06
1119566-1159019,Auto Accessories Garage,03/30/2021,03/30/2021,Complete,0.0,Shipping,,1,12.0
1119574-1159027,Auto Accessories Garage,03/30/2021,03/30/2021,Complete,0.0,D0131,,1,52.94
1119574-1159027,Auto Accessories Garage,03/30/2021,03/30/2021,Complete,0.0,Shipping,,1,11.0
1119581-1159036,Auto Accessories Garage,03/30/2021,03/30/2021,Complete,0.0,A0108,,1,47.5
1119581-1159036,Auto Accessories Garage,03/30/2021,03/30/2021,Complete,0.0,Shipping,,1,12.0
1119586-1159042,Auto Accessories Garage,03/30/2021,03/30/2021,Complete,0.0,A0043/B0044/E0162,A0043/B0044-P/E0162,1,149.99
1119586-1159042,Auto Accessories Garage,03/30/2021,03/30/2021,Complete,0.0,Shipping,,1,23.0
1119605-1159063,Auto Accessories Garage,03/30/2021,03/30/2021,Complete,0.0,A0250/B0250/D0386,,1,135.28
1119605-1159063,Auto Accessories Garage,03/30/2021,03/30/2021,Complete,0.0,Shipping,,1,23.0
1119620-1159080,Auto Accessories Garage,03/30/2021,03/30/2021,Complete,0.0,A0346,,1,47.5
1119620-1159080,Auto Accessories Garage,03/30/2021,03/30/2021,Complete,0.0,Shipping,,1,12.0
1119621-1159081,Auto Accessories Garage,03/30/2021,03/30/2021,Complete,0.0,A0235/B0235,,1,82.35
1119621-1159081,Auto Accessories Garage,03/30/2021,03/30/2021,Complete,0.0,Shipping,,1,12.0
1119657-1159119,Auto Accessories Garage,03/30/2021,03/30/2021,Complete,0.0,A0350/B0351/C0351/D0351,,1,165.78
1119657-1159119,Auto Accessories Garage,03/30/2021,03/30/2021,Complete,0.0,Shipping,,1,23.0
1119660-1159122,Auto Accessories Garage,03/30/2021,03/30/2021,Complete,0.0,A0015/B0015/D0045,,1,135.28
1119660-1159122,Auto Accessories Garage,03/30/2021,03/30/2021,Complete,0.0,Shipping,,1,23.0
1119664-1159126,Auto Accessories Garage,03/30/2021,03/30/2021,Complete,0.0,A0243/B0243,,1,82.35
1119664-1159126,Auto Accessories Garage,03/30/2021,03/30/2021,Complete,0.0,Shipping,,1,12.0
1119667-1159129,Auto Accessories Garage,03/30/2021,03/30/2021,Complete,0.0,A0242/B0242,,1,82.35
1119667-1159129,Auto Accessories Garage,03/30/2021,03/30/2021,Complete,0.0,Shipping,,1,12.0
1119668-1159130,Auto Accessories Garage,03/30/2021,03/30/2021,Complete,0.0,A0019/B0019/D0051,,1,135.28
1119668-1159130,Auto Accessories Garage,03/30/2021,03/30/2021,Complete,0.0,Shipping,,1,23.0
1119670-1159133,Auto Accessories Garage,03/30/2021,03/30/2021,Complete,0.0,A0157/B0157,,1,82.35
1119670-1159133,Auto Accessories Garage,03/30/2021,03/30/2021,Complete,0.0,Shipping,,1,12.0
1119678-1159141,Auto Accessories Garage,03/30/2021,03/30/2021,Complete,0.0,A0222/B0222,,1,82.35
1119678-1159141,Auto Accessories Garage,03/30/2021,03/30/2021,Complete,0.0,Shipping,,1,12.0
1119680-1159143,Auto Accessories Garage,03/30/2021,03/30/2021,Complete,0.0,A0126/B0048,,1,82.35
1119680-1159143,Auto Accessories Garage,03/30/2021,03/30/2021,Complete,0.0,Shipping,,1,12.0
1119686-1159149,Auto Accessories Garage,03/30/2021,03/30/2021,Complete,7.76,D0515,,1,52.94
1119686-1159149,Auto Accessories Garage,03/30/2021,03/30/2021,Complete,7.76,B0410,,1,34.85
1119686-1159149,Auto Accessories Garage,03/30/2021,03/30/2021,Complete,7.76,Shipping,,1,23.0
1119704-1159169,Auto Accessories Garage,03/30/2021,03/30/2021,Complete,0.0,A2167/B2167,,1,88.23
1119704-1159169,Auto Accessories Garage,03/30/2021,03/30/2021,Complete,0.0,Shipping,,1,12.0
1119707-1159172,Auto Accessories Garage,03/30/2021,03/30/2021,Complete,0.0,A0260,,1,47.5
1119707-1159172,Auto Accessories Garage,03/30/2021,03/30/2021,Complete,0.0,Shipping,,1,12.0
1119716-1159184,Auto Accessories Garage,03/30/2021,03/30/2021,Complete,0.0,A0043/B0044/D0044,A0043/B0044-P/D0044,1,149.99
1119716-1159184,Auto Accessories Garage,03/30/2021,03/30/2021,Complete,0.0,Shipping,,1,23.0
1119724-1159192,Auto Accessories Garage,03/30/2021,03/30/2021,Complete,0.0,A0144/B0125,,1,82.35
1119724-1159192,Auto Accessories Garage,03/30/2021,03/30/2021,Complete,0.0,Shipping,,1,12.0
1119725-1159193,Auto Accessories Garage,03/30/2021,03/30/2021,Complete,0.0,A0206,,1,47.5
1119725-1159193,Auto Accessories Garage,03/30/2021,03/30/2021,Complete,0.0,Shipping,,1,12.0
1119732-1159201,Auto Accessories Garage,03/30/2021,03/30/2021,Complete,0.0,A0360/B0360,,1,82.35
1119732-1159201,Auto Accessories Garage,03/30/2021,03/30/2021,Complete,0.0,Shipping,,1,12.0
1119734-1159203,Auto Accessories Garage,03/30/2021,03/30/2021,Complete,0.0,A0226,,1,58.82
1119734-1159203,Auto Accessories Garage,03/30/2021,03/30/2021,Complete,0.0,Shipping,,1,12.0
1119748-1159219,Auto Accessories Garage,03/30/2021,03/30/2021,Complete,4.47,A0461,,1,47.5
1119748-1159219,Auto Accessories Garage,03/30/2021,03/30/2021,Complete,4.47,Shipping,,1,12.0
1119763-1159236,Auto Accessories Garage,03/30/2021,03/30/2021,Complete,0.0,A0131/B0131/D0131,,1,141.17
1119763-1159236,Auto Accessories Garage,03/30/2021,03/30/2021,Complete,0.0,Shipping,,1,23.0
1119782-1159255,Auto Accessories Garage,03/30/2021,03/30/2021,Complete,0.0,A0164/B0164,,1,82.35
1119782-1159255,Auto Accessories Garage,03/30/2021,03/30/2021,Complete,0.0,Shipping,,1,12.0
1119789-1159268,Auto Accessories Garage,03/30/2021,03/30/2021,Complete,0.0,A0240/B0240,,1,88.23
1119789-1159268,Auto Accessories Garage,03/30/2021,03/30/2021,Complete,0.0,Shipping,,1,12.0
1119799-1159279,Auto Accessories Garage,03/30/2021,03/30/2021,Complete,11.09,A0242/B0242/D0242,,1,135.28
1119799-1159279,Auto Accessories Garage,03/30/2021,03/30/2021,Complete,11.09,Shipping,,1,23.0
1119806-1159287,Auto Accessories Garage,03/30/2021,03/30/2021,Complete,0.0,A0119/B0070,,1,82.35
1119806-1159287,Auto Accessories Garage,03/30/2021,03/30/2021,Complete,0.0,Shipping,,1,12.0
1119809-1159290,Auto Accessories Garage,03/31/2021,03/31/2021,Complete,0.0,B0211,,1,34.85
1119809-1159290,Auto Accessories Garage,03/31/2021,03/31/2021,Complete,0.0,Shipping,,1,12.0
1119812-1159293,Auto Accessories Garage,03/30/2021,03/30/2021,Complete,8.75,A0325/B0325/C0325,,1,112.84
1119812-1159293,Auto Accessories Garage,03/30/2021,03/30/2021,Complete,8.75,Shipping,,1,12.0
1119829-1159313,Auto Accessories Garage,03/31/2021,03/31/2021,Complete,0.0,A0108/B0146,,1,82.35
1119829-1159313,Auto Accessories Garage,03/31/2021,03/31/2021,Complete,0.0,Shipping,,1,12.0
1119830-1159314,Auto Accessories Garage,03/31/2021,03/31/2021,Complete,0.0,D1082,,1,52.94
1119830-1159314,Auto Accessories Garage,03/31/2021,03/31/2021,Complete,0.0,Shipping,,1,11.0
1119862-1159347,Auto Accessories Garage,03/31/2021,03/31/2021,Complete,0.0,B0499,,1,34.85
1119862-1159347,Auto Accessories Garage,03/31/2021,03/31/2021,Complete,0.0,Shipping,,1,12.0
1119865-1159351,Auto Accessories Garage,03/31/2021,03/31/2021,Complete,0.0,A0128,,1,47.5
1119865-1159351,Auto Accessories Garage,03/31/2021,03/31/2021,Complete,0.0,Shipping,,1,12.0
